Date,Draw,"Winning Numbers"
"January 18, 2023",2105155,"65 55 40 37 72 23 71 47 36 59 77 29 53 51 33 76 56 44 30 10 01"
"January 18, 2023",2105154,"28 48 15 47 73 40 34 08 43 36 09 25 12 45 19 53 79 41 22 37 03"
"January 18, 2023",2105153,"78 13 70 39 21 08 41 37 11 71 32 02 74 53 09 69 58 48 17 54 01"
"January 18, 2023",2105152,"65 68 52 12 13 42 50 49 14 33 28 43 73 66 04 02 07 26 60 80 02"
"January 18, 2023",2105151,"48 06 69 32 46 14 07 30 57 75 61 58 24 37 22 36 42 28 68 54 01"
"January 18, 2023",2105150,"39 52 77 14 75 16 17 65 11 05 32 55 51 02 04 43 62 10 26 71 01"
"January 18, 2023",2105149,"14 53 45 12 02 27 05 23 29 33 36 40 44 34 56 37 58 43 54 04 05"
"January 18, 2023",2105148,"72 46 15 52 01 44 60 03 38 47 32 18 07 51 78 79 66 31 58 17 02"
"January 18, 2023",2105147,"09 75 56 48 08 24 45 03 17 36 55 72 46 65 13 50 58 54 32 69 02"
"January 18, 2023",2105146,"30 16 36 69 25 39 79 74 49 19 78 06 04 60 46 44 43 37 22 05 01"
"January 18, 2023",2105145,"39 01 23 34 42 40 37 60 69 73 65 49 21 25 76 04 30 06 43 31 02"
"January 18, 2023",2105144,"34 03 59 28 37 16 65 49 47 58 30 76 75 60 54 06 63 74 22 69 02"
"January 18, 2023",2105143,"05 49 27 25 26 78 14 52 41 51 37 79 69 60 48 16 03 44 04 72 02"
"January 18, 2023",2105142,"26 79 20 24 38 77 66 50 76 44 72 03 53 42 48 07 74 28 19 32 01"
"January 18, 2023",2105141,"59 32 27 73 39 78 40 67 38 53 20 50 24 33 69 02 16 57 44 21 01"
"January 18, 2023",2105140,"22 71 52 44 21 54 19 14 30 80 26 61 08 29 42 70 06 12 72 33 02"
"January 18, 2023",2105139,"28 45 24 18 22 08 41 15 43 46 19 04 53 72 17 60 02 59 05 35 02"
"January 18, 2023",2105138,"61 45 25 57 36 58 37 22 55 30 05 71 49 28 41 62 67 60 14 17 01"
"January 18, 2023",2105137,"61 02 35 72 65 07 09 38 51 26 55 49 04 14 32 36 23 37 22 08 01"
"January 18, 2023",2105136,"68 69 05 57 73 47 19 53 43 01 27 42 63 44 50 48 20 74 45 32 02"
"January 18, 2023",2105135,"32 23 01 77 05 78 26 16 28 19 04 40 11 50 51 68 74 47 33 61 03"
"January 18, 2023",2105134,"21 12 31 72 63 67 48 45 78 22 30 32 64 56 54 20 43 46 34 35 01"
"January 18, 2023",2105133,"43 63 47 10 27 24 34 42 67 45 33 46 12 22 21 29 31 59 69 65 02"
"January 18, 2023",2105132,"40 07 23 32 04 34 51 65 03 79 52 72 64 60 37 80 67 20 27 19 02"
"January 18, 2023",2105131,"72 44 27 40 06 49 29 19 02 26 46 41 43 09 05 21 61 78 53 20 01"
"January 18, 2023",2105130,"19 35 03 58 10 04 63 68 33 80 40 13 60 61 71 18 11 76 36 59 02"
"January 18, 2023",2105129,"03 79 39 19 66 71 22 55 75 74 13 41 04 77 40 17 57 70 72 11 02"
"January 18, 2023",2105128,"46 58 25 18 29 68 77 32 34 37 27 79 70 21 75 06 51 35 09 67 02"
"January 18, 2023",2105127,"72 17 22 71 57 59 63 75 18 02 34 51 67 28 48 36 55 03 56 27 02"
"January 18, 2023",2105126,"66 02 29 30 19 55 03 53 06 61 07 57 21 68 37 80 65 40 45 71 02"
"January 18, 2023",2105125,"64 49 60 04 70 18 01 54 80 24 72 57 58 11 14 43 07 23 63 68 01"
"January 18, 2023",2105124,"47 67 21 41 77 63 29 16 01 33 52 50 24 48 04 35 11 56 72 28 02"
"January 18, 2023",2105123,"43 06 47 14 31 08 24 02 32 36 37 75 50 19 64 48 10 77 11 73 05"
"January 18, 2023",2105122,"11 10 63 08 01 20 41 34 67 06 15 44 45 56 31 38 48 33 28 09 03"
"January 18, 2023",2105121,"53 67 13 55 07 48 52 15 44 02 25 40 17 45 78 21 47 28 56 43 02"
"January 18, 2023",2105120,"37 22 33 51 43 35 50 46 28 08 56 19 65 26 11 61 55 04 42 16 04"
"January 18, 2023",2105119,"57 23 65 62 63 54 21 26 49 58 78 36 75 80 44 40 20 76 31 69 02"
"January 18, 2023",2105118,"56 46 74 72 15 27 38 16 10 67 64 26 70 36 07 47 58 02 34 77 02"
"January 18, 2023",2105117,"08 43 80 12 33 04 42 22 31 35 15 39 70 06 74 02 54 11 77 25 02"
"January 18, 2023",2105116,"03 31 62 72 58 29 73 36 66 20 33 78 32 49 59 52 57 48 47 24 02"
"January 18, 2023",2105115,"20 34 53 70 56 37 02 25 49 42 14 03 47 01 55 21 50 46 63 16 01"
"January 18, 2023",2105114,"45 35 51 06 63 12 71 46 15 39 64 09 79 36 17 14 18 02 30 62 01"
"January 18, 2023",2105113,"66 59 69 07 34 01 64 40 28 29 44 58 75 52 57 05 14 72 35 42 03"
"January 18, 2023",2105112,"03 67 05 72 43 56 39 65 06 47 68 61 51 44 66 36 21 26 80 13 01"
"January 18, 2023",2105111,"19 78 06 80 53 30 29 48 25 54 63 20 13 23 37 67 08 32 26 14 02"
"January 18, 2023",2105110,"79 58 75 60 26 40 03 15 18 62 63 45 53 65 64 66 76 54 39 36 02"
"January 18, 2023",2105109,"06 27 67 37 68 72 22 03 57 74 10 02 66 62 64 24 25 73 14 65 03"
"January 18, 2023",2105108,"15 05 06 21 42 40 76 45 35 56 46 64 22 09 23 07 71 10 08 73 02"
"January 18, 2023",2105107,"64 71 80 18 47 03 27 53 69 79 78 65 28 13 55 59 45 32 41 05 04"
"January 18, 2023",2105106,"31 64 67 66 74 76 07 69 71 14 04 16 21 45 52 08 41 39 56 27 02"
"January 18, 2023",2105105,"03 27 78 35 39 53 34 56 02 49 28 77 31 07 18 24 37 21 12 73 02"
"January 18, 2023",2105104,"70 36 30 57 48 49 31 17 54 37 24 38 47 20 15 72 79 04 23 03 02"
"January 18, 2023",2105103,"23 05 77 42 50 01 57 61 14 74 21 48 32 62 28 30 27 55 59 12 02"
"January 18, 2023",2105102,"62 27 68 10 43 51 41 34 25 50 79 63 03 45 30 65 72 59 31 21 02"
"January 18, 2023",2105101,"75 31 56 39 09 29 52 62 68 37 54 63 66 30 77 50 12 16 49 42 02"
"January 18, 2023",2105100,"48 61 03 53 44 17 55 50 69 56 62 31 30 20 24 71 52 06 15 54 01"
"January 18, 2023",2105099,"74 46 05 06 07 69 68 51 38 15 22 66 53 09 01 54 80 70 10 42 02"
"January 18, 2023",2105098,"10 52 08 42 18 66 01 49 37 09 55 38 71 45 26 34 24 60 36 53 03"
"January 18, 2023",2105097,"51 07 05 59 27 23 30 58 43 75 78 03 39 40 24 66 74 13 54 76 02"
"January 18, 2023",2105096,"69 10 28 16 25 78 62 67 12 55 40 34 05 32 52 38 03 22 46 56 01"
"January 18, 2023",2105095,"78 16 27 36 28 71 53 08 39 73 31 66 12 68 65 42 79 61 47 56 01"
"January 18, 2023",2105094,"49 76 36 22 21 67 59 05 44 56 52 64 33 78 02 37 74 08 55 68 01"
"January 18, 2023",2105093,"50 79 21 69 73 37 33 48 10 58 18 03 44 64 16 32 39 20 01 04 01"
"January 18, 2023",2105092,"60 56 33 40 10 51 14 34 71 24 54 08 57 58 36 15 69 06 73 05 02"
"January 18, 2023",2105091,"41 53 68 02 61 70 12 34 74 71 77 32 76 35 33 21 78 36 43 47 01"
"January 18, 2023",2105090,"18 59 61 46 57 40 26 09 49 58 28 31 76 11 68 32 22 16 56 24 01"
"January 18, 2023",2105089,"63 23 68 30 08 50 74 16 26 21 44 42 06 31 33 11 54 34 36 64 04"
"January 18, 2023",2105088,"12 57 78 43 80 07 51 16 77 21 50 55 76 61 68 09 38 69 30 59 01"
"January 18, 2023",2105087,"38 45 69 52 34 42 46 22 16 13 75 27 01 20 12 55 65 79 70 67 02"
"January 18, 2023",2105086,"28 39 63 49 75 07 13 09 38 22 41 30 64 72 11 76 50 32 66 16 02"
"January 18, 2023",2105085,"10 61 16 13 18 08 31 43 32 66 03 27 45 35 15 71 53 24 04 58 02"
"January 18, 2023",2105084,"80 34 05 22 33 39 01 79 52 26 27 29 50 30 49 09 17 60 76 75 02"
"January 18, 2023",2105083,"70 21 44 23 24 02 15 31 47 34 74 59 48 06 38 11 20 39 45 05 02"
"January 18, 2023",2105082,"24 74 41 75 55 06 03 72 09 14 13 66 17 51 18 07 52 31 59 10 05"
"January 18, 2023",2105081,"03 07 61 16 60 41 40 17 68 75 67 28 63 23 64 20 79 19 62 80 02"
"January 18, 2023",2105080,"49 68 02 55 40 35 28 80 78 59 73 38 51 11 09 20 06 22 26 58 04"
"January 18, 2023",2105079,"52 61 17 48 39 42 65 50 76 77 38 14 21 51 59 31 68 33 66 71 02"
"January 18, 2023",2105078,"13 17 74 59 51 72 70 34 33 79 43 48 08 21 22 31 35 19 55 11 01"
"January 18, 2023",2105077,"26 11 06 41 29 33 18 60 65 21 23 27 78 46 36 01 63 31 32 39 03"
"January 18, 2023",2105076,"22 79 44 04 46 62 17 29 43 63 40 52 38 75 06 13 68 20 37 30 01"
"January 18, 2023",2105075,"33 15 76 72 61 23 04 55 59 10 35 63 27 14 41 54 79 42 11 51 01"
"January 18, 2023",2105074,"11 20 77 51 05 50 56 52 67 41 54 42 06 16 64 48 08 32 55 39 01"
"January 18, 2023",2105073,"53 08 27 42 80 14 29 59 30 13 41 09 66 11 76 06 48 77 12 15 03"
"January 18, 2023",2105072,"25 11 72 78 32 22 47 43 39 28 55 77 49 37 67 03 61 19 62 34 01"
"January 18, 2023",2105071,"46 52 08 30 47 77 40 50 66 13 34 41 14 73 23 69 33 76 44 70 01"
"January 18, 2023",2105070,"72 15 23 64 80 31 77 11 12 30 60 20 08 21 43 40 24 04 18 46 01"
"January 18, 2023",2105069,"74 75 77 68 06 17 16 10 64 53 23 39 09 51 52 29 43 44 70 57 02"
"January 18, 2023",2105068,"40 34 08 02 52 07 59 37 16 12 15 73 61 78 39 33 44 36 24 10 02"
"January 18, 2023",2105067,"18 03 47 32 79 27 37 23 07 76 35 21 42 20 55 60 57 17 24 53 04"
"January 18, 2023",2105066,"08 56 33 38 73 51 42 26 37 20 02 49 17 11 09 57 23 12 76 22 04"
"January 18, 2023",2105065,"80 66 61 46 21 16 43 63 22 28 69 78 56 49 15 02 05 52 77 55 03"
"January 18, 2023",2105064,"52 75 56 33 35 55 53 03 46 43 15 14 76 74 38 12 28 22 31 48 02"
"January 18, 2023",2105063,"60 66 71 02 23 30 73 61 15 68 67 11 33 03 46 50 55 52 41 29 02"
"January 18, 2023",2105062,"35 45 11 58 10 22 17 26 53 71 77 57 43 75 48 59 25 67 08 50 02"
"January 18, 2023",2105061,"38 07 28 39 41 08 30 63 72 79 25 52 48 66 05 80 78 22 10 23 02"
"January 18, 2023",2105060,"53 42 62 56 74 06 60 75 66 46 34 20 76 05 49 18 19 36 71 27 05"
"January 18, 2023",2105059,"76 36 44 12 46 24 58 77 39 38 28 33 70 25 54 55 43 74 40 34 02"
"January 18, 2023",2105058,"45 01 15 14 08 02 63 48 17 13 75 39 69 73 76 51 34 49 72 79 04"
"January 18, 2023",2105057,"26 07 23 10 69 35 19 45 56 64 65 74 31 17 62 11 53 27 71 50 05"
"January 18, 2023",2105056,"72 33 69 45 27 16 54 17 31 40 09 07 30 58 60 61 56 26 34 24 02"
"January 18, 2023",2105055,"06 64 10 55 13 50 39 43 08 35 46 36 77 15 04 72 80 11 07 58 01"
"January 18, 2023",2105054,"63 18 77 20 37 62 51 35 60 44 17 75 24 04 13 23 66 15 59 26 02"
"January 18, 2023",2105053,"22 45 37 34 40 24 18 73 46 70 17 68 71 62 04 12 06 59 41 03 02"
"January 18, 2023",2105052,"34 73 46 28 44 60 68 76 50 54 75 49 79 65 62 13 57 27 61 64 03"
"January 18, 2023",2105051,"24 12 57 55 41 43 13 14 67 52 08 73 38 40 34 58 66 33 26 59 01"
"January 18, 2023",2105050,"41 54 03 66 24 56 45 74 07 12 35 50 06 69 04 78 53 72 02 68 01"
"January 18, 2023",2105049,"65 47 79 46 35 06 38 54 74 17 44 70 11 71 29 45 15 02 37 75 01"
"January 18, 2023",2105048,"41 20 75 63 19 58 02 67 39 07 15 08 74 42 32 59 43 11 78 77 02"
"January 18, 2023",2105047,"34 05 20 19 28 49 27 51 13 29 23 07 48 26 10 72 71 73 50 41 02"
"January 18, 2023",2105046,"46 18 56 05 03 68 63 42 72 08 26 67 33 45 69 53 49 65 19 34 01"
"January 18, 2023",2105045,"43 80 30 07 71 79 20 54 62 10 41 34 11 66 37 36 49 78 69 48 02"
"January 18, 2023",2105044,"30 16 07 61 28 23 09 58 69 53 77 63 74 33 75 20 26 19 79 08 01"
"January 18, 2023",2105043,"73 20 05 66 48 22 23 50 49 27 06 57 15 16 77 33 42 79 78 80 02"
"January 18, 2023",2105042,"44 30 59 69 54 50 02 10 01 27 75 78 73 11 61 33 15 58 77 42 02"
"January 18, 2023",2105041,"65 69 50 35 30 70 63 02 52 59 40 73 49 51 54 18 08 19 74 37 01"
"January 18, 2023",2105040,"72 10 08 28 06 56 62 71 53 01 57 16 38 24 36 79 30 02 55 64 02"
"January 18, 2023",2105039,"12 16 32 40 25 51 15 68 38 73 20 50 13 62 67 66 09 31 10 57 01"
"January 18, 2023",2105038,"02 43 25 15 41 72 58 06 35 57 73 74 34 21 53 24 12 14 28 69 01"
"January 18, 2023",2105037,"13 23 47 32 39 70 33 62 27 65 19 74 77 31 06 20 59 12 03 58 01"
"January 18, 2023",2105036,"56 74 49 45 63 42 72 59 46 02 16 30 79 78 12 73 71 51 38 25 01"
"January 18, 2023",2105035,"14 06 66 33 12 51 24 44 03 34 31 54 65 37 52 10 23 61 46 38 02"
"January 18, 2023",2105034,"64 36 15 17 19 50 71 26 54 11 37 07 63 66 33 60 42 06 25 75 02"
"January 18, 2023",2105033,"10 63 77 70 61 64 18 39 32 26 21 29 04 16 06 37 45 68 33 53 01"
"January 18, 2023",2105032,"78 31 80 39 43 63 27 23 08 22 47 70 68 02 55 21 77 69 37 57 02"
"January 18, 2023",2105031,"68 61 34 74 42 71 55 53 63 38 56 07 37 36 05 24 43 06 57 66 01"
"January 18, 2023",2105030,"30 72 26 65 19 32 16 15 48 55 78 64 67 34 27 47 56 40 23 52 04"
"January 18, 2023",2105029,"26 37 30 31 09 72 38 49 43 62 71 61 54 44 33 53 40 05 77 07 01"
"January 18, 2023",2105028,"54 27 30 35 76 21 37 71 18 45 78 15 67 10 80 41 32 19 04 28 01"
"January 18, 2023",2105027,"58 74 16 32 49 36 08 22 05 01 02 63 13 09 21 19 06 33 17 57 01"
"January 18, 2023",2105026,"48 47 49 07 69 27 30 09 57 22 23 31 55 02 54 13 18 20 24 03 01"
"January 18, 2023",2105025,"77 47 28 34 80 22 16 54 08 13 78 03 06 50 20 49 69 11 70 46 01"
"January 18, 2023",2105024,"31 65 52 18 32 28 16 19 24 76 34 61 45 56 26 62 01 60 14 72 01"
"January 18, 2023",2105023,"39 22 23 62 10 33 34 41 64 76 40 67 45 47 49 37 21 63 30 29 01"
"January 18, 2023",2105022,"60 19 50 24 18 39 34 38 35 20 46 27 26 57 04 56 08 75 17 25 02"
"January 18, 2023",2105021,"44 58 61 73 68 70 03 13 54 20 28 66 08 69 26 51 42 34 77 41 02"
"January 18, 2023",2105020,"70 72 16 02 71 07 68 27 28 21 33 35 59 36 48 40 47 53 32 23 01"
"January 18, 2023",2105019,"11 51 78 69 49 31 33 05 30 60 18 01 70 38 02 67 22 74 76 37 02"
"January 18, 2023",2105018,"40 01 08 18 63 58 05 59 46 73 47 50 64 68 54 49 33 15 23 55 02"
"January 18, 2023",2105017,"69 50 47 77 53 02 17 59 20 54 72 24 08 46 19 52 23 05 03 34 02"
"January 18, 2023",2105016,"18 70 21 50 03 02 71 77 01 38 74 76 55 27 67 09 78 26 58 36 04"
"January 18, 2023",2105015,"38 76 33 47 31 11 73 01 10 03 79 52 28 62 06 77 15 58 07 80 02"
"January 18, 2023",2105014,"29 40 42 16 05 26 01 11 03 17 13 61 63 68 51 43 49 44 20 08 02"
"January 18, 2023",2105013,"75 48 73 14 32 46 72 78 66 68 41 30 33 51 09 42 74 20 71 69 01"
"January 18, 2023",2105012,"60 72 58 02 09 62 06 29 48 65 45 47 77 16 15 76 24 12 50 53 02"
"January 18, 2023",2105011,"51 49 65 79 13 06 37 38 12 46 78 74 58 25 57 34 72 56 44 42 02"
"January 18, 2023",2105010,"22 33 43 03 67 19 42 58 25 50 54 26 63 18 23 34 13 47 62 41 02"
"January 18, 2023",2105009,"04 30 23 43 15 33 77 20 74 24 79 36 16 05 49 01 09 02 62 41 04"
"January 18, 2023",2105008,"28 01 50 62 76 47 64 32 77 03 34 46 37 08 71 35 07 67 74 02 02"
"January 18, 2023",2105007,"74 73 34 48 57 65 29 50 66 46 55 30 58 25 13 78 04 33 35 17 10"
"January 18, 2023",2105006,"67 59 47 23 58 48 77 46 11 36 18 43 61 39 32 66 50 15 69 30 05"
"January 18, 2023",2105005,"53 51 75 50 25 30 04 18 23 40 38 09 41 35 22 08 63 80 39 60 01"
"January 18, 2023",2105004,"35 25 72 69 57 16 47 39 18 61 40 68 42 56 10 11 07 01 31 50 02"
"January 18, 2023",2105003,"39 32 51 54 61 11 79 08 21 80 37 13 28 02 16 22 36 68 52 74 10"
"January 18, 2023",2105002,"57 77 37 45 07 79 10 32 67 33 19 09 49 20 14 76 80 38 13 11 01"
"January 18, 2023",2105001,"70 43 20 19 30 60 17 54 79 38 37 58 21 01 49 11 45 68 13 12 02"
"January 18, 2023",2105000,"17 33 13 48 77 22 53 76 07 59 25 21 37 69 18 78 15 31 55 16 02"
"January 18, 2023",2104999,"68 57 48 02 03 62 17 11 30 22 51 19 15 28 61 46 26 24 66 39 01"
"January 18, 2023",2104998,"34 05 13 01 72 42 41 58 47 04 66 35 29 25 14 76 45 43 71 28 01"
"January 18, 2023",2104997,"48 66 71 23 27 01 40 34 02 44 29 35 46 20 06 52 08 73 31 63 02"
"January 18, 2023",2104996,"19 64 29 68 57 10 51 35 17 55 65 44 36 48 80 23 37 66 32 58 02"
"January 18, 2023",2104995,"21 17 53 64 67 72 25 60 14 56 73 59 70 03 33 24 15 16 77 50 02"
"January 18, 2023",2104994,"76 44 09 32 22 23 53 25 01 40 75 35 05 04 70 06 29 03 33 47 01"
"January 18, 2023",2104993,"46 64 02 71 39 61 09 77 10 33 06 72 66 65 01 69 48 58 07 47 02"
"January 18, 2023",2104992,"26 36 30 05 69 45 31 16 57 74 07 21 37 32 66 09 70 80 78 34 01"
"January 18, 2023",2104991,"12 27 41 63 25 47 19 03 53 11 56 59 01 50 48 73 44 55 35 60 02"
"January 18, 2023",2104990,"21 55 59 27 69 74 33 31 34 29 77 57 70 39 48 30 71 52 14 23 02"
"January 18, 2023",2104989,"21 77 69 40 02 13 73 66 15 61 67 75 60 18 17 59 30 80 14 16 02"
"January 17, 2023",2104988,"59 16 33 53 24 65 74 02 08 03 49 44 12 35 15 40 19 57 07 79 05"
"January 17, 2023",2104987,"69 11 79 53 63 78 80 20 56 67 59 12 74 25 68 50 15 35 43 62 01"
"January 17, 2023",2104986,"14 79 45 02 58 50 47 17 61 60 06 22 46 20 15 05 78 43 23 77 01"
"January 17, 2023",2104985,"59 73 49 47 27 19 01 38 34 22 65 54 45 15 14 76 05 48 23 17 01"
"January 17, 2023",2104984,"63 25 08 26 60 67 77 23 28 30 53 69 72 49 62 65 76 41 32 22 02"
"January 17, 2023",2104983,"04 50 37 05 21 52 25 09 62 55 02 13 28 26 33 18 67 46 35 27 02"
"January 17, 2023",2104982,"06 36 64 02 01 63 56 50 34 28 59 51 49 21 67 09 17 38 46 19 02"
"January 17, 2023",2104981,"01 51 78 16 13 50 39 06 24 62 02 26 30 65 80 63 32 79 15 71 02"
"January 17, 2023",2104980,"22 21 70 16 06 20 59 26 33 49 31 43 01 63 12 32 34 03 54 44 01"
"January 17, 2023",2104979,"22 03 51 14 67 12 21 42 28 01 29 71 75 34 78 02 08 63 44 16 01"
"January 17, 2023",2104978,"60 51 79 25 26 58 48 30 14 43 02 20 19 67 66 17 46 12 28 05 01"
"January 17, 2023",2104977,"62 14 76 72 31 29 40 28 38 43 47 51 53 13 49 54 12 23 44 74 02"
"January 17, 2023",2104976,"34 35 15 61 38 42 66 05 02 39 62 59 10 48 54 55 37 07 57 06 02"
"January 17, 2023",2104975,"33 16 19 34 02 60 31 28 11 36 24 40 49 12 37 07 80 04 45 69 01"
"January 17, 2023",2104974,"53 06 34 63 02 68 37 04 40 08 72 18 54 19 78 43 11 56 73 64 02"
"January 17, 2023",2104973,"25 48 35 27 31 67 43 37 36 44 62 14 01 17 21 70 45 11 47 77 02"
"January 17, 2023",2104972,"04 65 45 63 39 49 61 44 28 41 46 15 74 03 26 78 50 06 10 20 01"
"January 17, 2023",2104971,"09 10 69 47 31 50 40 01 52 19 73 24 68 48 74 28 30 32 71 51 02"
"January 17, 2023",2104970,"36 11 07 65 41 21 18 77 59 20 03 04 62 75 68 09 31 02 28 38 02"
"January 17, 2023",2104969,"33 68 09 67 61 21 06 23 76 28 25 10 05 57 75 65 35 48 32 17 04"
"January 17, 2023",2104968,"52 61 01 56 05 51 63 37 66 11 77 10 65 23 07 12 26 09 54 70 01"
"January 17, 2023",2104967,"73 65 78 38 51 18 29 34 02 25 63 41 33 36 61 09 07 24 39 22 01"
"January 17, 2023",2104966,"14 19 58 31 25 79 03 37 40 41 52 05 51 63 06 50 43 04 45 64 02"
"January 17, 2023",2104965,"02 49 28 14 29 67 80 25 56 66 79 44 05 60 51 23 61 45 62 10 05"
"January 17, 2023",2104964,"28 80 77 17 08 37 15 01 29 32 73 50 63 69 45 13 02 30 58 60 02"
"January 17, 2023",2104963,"02 59 70 56 29 13 17 54 49 37 57 61 43 35 66 25 18 74 42 69 05"
"January 17, 2023",2104962,"22 40 78 44 39 57 12 23 68 66 60 70 33 14 51 24 03 72 45 63 02"
"January 17, 2023",2104961,"43 36 24 27 56 49 42 77 45 59 25 63 72 50 54 78 76 05 74 35 03"
"January 17, 2023",2104960,"17 11 73 58 64 51 41 34 56 63 29 43 12 10 05 79 15 02 37 36 01"
"January 17, 2023",2104959,"06 28 63 38 59 34 46 72 11 04 44 66 52 01 68 60 32 42 67 29 02"
"January 17, 2023",2104958,"63 49 47 72 46 30 10 24 43 59 14 65 13 16 42 80 11 31 62 68 03"
"January 17, 2023",2104957,"04 19 01 10 40 26 08 03 61 70 75 59 76 66 68 74 54 31 64 34 01"
"January 17, 2023",2104956,"05 55 77 51 24 42 40 66 34 53 03 19 23 41 28 69 74 65 16 25 02"
"January 17, 2023",2104955,"01 73 67 57 68 63 76 59 31 33 14 02 08 25 09 69 34 41 66 65 02"
"January 17, 2023",2104954,"67 43 26 04 33 72 17 78 39 27 80 30 52 19 56 79 47 22 44 54 02"
"January 17, 2023",2104953,"71 43 05 53 02 25 56 69 75 49 64 40 22 32 24 58 23 08 35 37 02"
"January 17, 2023",2104952,"07 68 33 40 76 49 70 37 16 54 29 77 44 48 66 30 25 56 47 36 02"
"January 17, 2023",2104951,"31 12 65 07 63 77 44 59 08 24 68 30 05 19 47 80 38 39 16 45 01"
"January 17, 2023",2104950,"49 27 17 34 69 47 24 54 61 08 77 33 11 04 02 51 48 18 07 70 01"
"January 17, 2023",2104949,"80 15 44 09 45 19 58 20 33 62 27 13 56 66 73 05 59 74 50 70 02"
"January 17, 2023",2104948,"51 01 56 20 60 41 35 37 13 16 22 79 38 03 27 30 65 55 67 71 02"
"January 17, 2023",2104947,"06 43 78 76 23 09 28 54 65 62 02 68 05 26 58 52 75 27 74 63 02"
"January 17, 2023",2104946,"39 11 04 58 55 47 22 57 28 40 19 53 79 77 33 73 60 18 59 43 02"
"January 17, 2023",2104945,"31 08 43 35 49 62 70 47 53 26 25 74 75 19 65 23 38 42 77 80 02"
"January 17, 2023",2104944,"19 78 71 02 61 56 58 25 24 76 09 67 08 20 11 77 47 01 23 60 01"
"January 17, 2023",2104943,"45 26 12 66 76 23 78 46 06 36 57 58 61 59 65 07 41 79 77 03 05"
"January 17, 2023",2104942,"59 22 60 53 52 61 35 51 80 67 77 25 45 28 65 62 08 68 33 09 01"
"January 17, 2023",2104941,"20 76 26 43 15 35 27 51 69 23 65 19 12 50 14 62 45 75 24 73 02"
"January 17, 2023",2104940,"76 66 44 60 15 52 59 61 58 13 31 35 54 18 05 24 28 14 06 20 01"
"January 17, 2023",2104939,"55 72 71 56 61 47 29 26 14 38 23 02 80 37 50 52 32 03 54 65 01"
"January 17, 2023",2104938,"20 45 04 61 31 12 73 17 71 57 52 72 49 15 69 59 58 44 70 60 02"
"January 17, 2023",2104937,"74 60 35 08 25 68 79 50 30 52 28 69 38 41 02 17 21 54 57 05 03"
"January 17, 2023",2104936,"37 04 77 59 25 35 14 31 54 64 17 78 05 39 58 20 50 79 10 03 05"
"January 17, 2023",2104935,"29 59 72 66 31 61 01 20 56 05 64 76 19 38 27 37 17 51 79 74 01"
"January 17, 2023",2104934,"61 75 11 08 28 31 47 39 69 36 09 26 37 76 42 62 18 13 74 01 02"
"January 17, 2023",2104933,"36 27 65 76 03 06 41 40 51 30 73 33 22 78 47 29 34 75 04 67 03"
"January 17, 2023",2104932,"40 31 51 54 48 11 67 74 12 02 75 56 05 61 58 28 42 72 33 25 01"
"January 17, 2023",2104931,"16 24 52 69 78 59 65 09 54 19 74 73 10 25 23 03 04 01 27 48 01"
"January 17, 2023",2104930,"63 51 30 44 11 12 54 01 13 55 64 66 27 73 15 26 05 65 02 46 02"
"January 17, 2023",2104929,"08 39 60 70 25 45 69 40 05 77 65 27 74 50 23 59 11 62 36 28 01"
"January 17, 2023",2104928,"02 60 78 23 04 13 70 12 64 29 69 38 49 34 33 10 79 55 75 48 01"
"January 17, 2023",2104927,"55 67 25 03 16 01 64 18 12 41 32 23 59 28 42 37 09 78 21 45 02"
"January 17, 2023",2104926,"30 47 38 43 49 39 59 23 02 44 03 35 55 71 45 68 64 50 37 26 02"
"January 17, 2023",2104925,"31 57 17 05 46 60 69 03 09 27 72 55 78 62 30 59 75 02 34 76 02"
"January 17, 2023",2104924,"78 28 04 26 27 55 52 51 09 41 12 58 15 70 21 72 32 11 43 63 05"
"January 17, 2023",2104923,"14 40 35 58 11 28 51 61 27 16 29 57 49 18 62 54 38 69 25 30 02"
"January 17, 2023",2104922,"62 54 66 69 76 79 31 35 21 46 37 20 65 67 03 42 60 70 77 12 04"
"January 17, 2023",2104921,"46 55 40 64 42 04 15 30 48 38 26 36 67 70 13 73 47 28 53 07 02"
"January 17, 2023",2104920,"75 03 68 35 73 59 67 39 04 23 12 65 37 71 11 69 26 05 48 53 02"
"January 17, 2023",2104919,"57 58 70 78 44 73 55 11 38 67 65 12 27 47 42 77 48 49 31 36 01"
"January 17, 2023",2104918,"44 43 46 48 63 06 57 33 27 73 14 39 16 68 77 02 09 40 55 67 02"
"January 17, 2023",2104917,"09 46 75 80 48 37 66 73 26 10 47 44 07 18 40 14 72 21 52 38 01"
"January 17, 2023",2104916,"41 50 58 60 59 17 31 04 05 38 23 12 52 46 28 79 36 25 43 70 01"
"January 17, 2023",2104915,"08 57 53 55 03 34 06 50 79 14 13 18 40 02 19 70 04 80 49 54 02"
"January 17, 2023",2104914,"80 22 15 05 52 41 38 33 12 51 66 17 63 69 42 32 06 44 73 72 01"
"January 17, 2023",2104913,"71 38 40 70 13 77 27 22 60 63 54 16 72 69 57 43 66 21 09 44 01"
"January 17, 2023",2104912,"12 77 64 32 08 78 70 44 29 76 21 55 25 01 24 16 03 23 67 34 02"
"January 17, 2023",2104911,"13 15 79 77 45 61 06 80 41 57 32 66 26 47 68 75 35 12 51 53 01"
