Draw Date,Draw Number,Draw Time,Winning Numbers,Extra
01/12/2023,2539483,23:28,10 18 22 24 25 31 33 38 39 41 42 45 50 53 55 63 65 71 74 79,04
01/12/2023,2539484,23:32,01 02 04 07 11 13 15 16 19 27 32 37 40 42 46 48 54 60 61 75,02
01/12/2023,2539485,23:36,02 06 08 10 14 29 32 35 42 44 54 59 60 62 66 67 72 77 78 80,02
01/12/2023,2539486,23:40,02 05 07 10 13 16 20 24 25 33 38 41 49 50 56 57 58 65 68 78,01
01/12/2023,2539487,23:44,10 11 12 15 24 27 28 33 38 39 41 42 43 48 53 57 70 71 72 79,01
01/12/2023,2539488,23:48,07 10 11 13 15 16 19 28 32 33 34 36 41 51 52 55 60 65 67 75,04
01/12/2023,2539489,23:52,02 03 08 12 16 19 23 25 28 34 36 40 51 54 59 61 68 77 79 80,02
01/12/2023,2539490,23:56,12 14 15 19 20 21 23 32 40 44 47 50 51 55 57 60 62 68 72 79,04
01/11/2023,2538789,00:00,07 09 11 12 15 22 27 28 32 39 42 44 46 47 48 50 62 67 68 74,01
01/11/2023,2538790,00:04,01 04 11 16 17 24 26 31 32 39 41 45 54 56 58 69 71 74 77 80,02
01/11/2023,2538791,00:08,06 09 13 18 19 20 26 31 33 35 37 38 40 41 55 57 62 73 78 80,02
01/11/2023,2538792,00:12,02 05 08 13 15 17 33 34 35 37 39 43 52 53 59 63 65 69 74 80,03
01/11/2023,2538793,00:16,03 06 23 27 29 30 34 38 40 41 43 50 53 57 58 70 73 76 77 79,01
01/11/2023,2538794,00:20,02 06 07 10 14 17 23 27 28 32 34 35 36 37 39 41 46 56 68 72,02
01/11/2023,2538795,00:24,06 18 21 23 24 28 30 31 33 37 38 41 45 46 47 51 53 58 74 78,02
01/11/2023,2538796,00:28,01 05 10 14 20 24 25 29 32 34 37 44 46 58 60 63 67 75 77 80,01
01/11/2023,2538797,00:32,07 15 18 19 20 31 33 35 36 37 44 56 57 58 69 70 71 72 75 80,02
01/11/2023,2538798,00:36,10 11 20 22 26 27 31 35 40 43 46 48 53 55 58 63 64 67 69 79,03
01/11/2023,2538799,00:40,02 08 10 11 13 20 26 34 38 47 49 54 57 59 62 63 66 70 71 76,01
01/11/2023,2538800,00:44,05 10 17 22 24 25 26 28 31 34 39 55 56 62 64 67 69 73 79 80,04
01/11/2023,2538801,00:48,01 02 08 09 16 22 23 24 26 28 36 39 40 51 59 62 63 71 76 77,02
01/11/2023,2538802,00:52,03 07 08 10 12 21 26 27 39 41 43 53 61 66 70 71 75 76 78 80,02
01/11/2023,2538803,00:56,07 08 09 13 18 23 34 35 40 42 44 48 49 56 64 70 71 72 77 80,01
01/11/2023,2538804,01:00,07 10 14 19 20 23 25 29 34 35 43 46 47 48 58 66 73 74 75 76,02
01/11/2023,2538805,01:04,01 04 06 10 14 19 21 29 31 33 36 41 45 48 49 52 55 67 72 76,01
01/11/2023,2538806,01:08,06 08 10 11 14 19 22 23 25 29 35 37 39 40 41 46 49 57 60 63,02
01/11/2023,2538807,01:12,01 02 07 08 13 14 15 17 24 26 27 28 35 42 44 51 60 61 66 67,01
01/11/2023,2538808,01:16,02 06 08 11 16 23 37 41 46 50 51 55 60 61 67 71 73 76 79 80,02
01/11/2023,2538809,01:20,01 02 04 08 12 17 19 34 38 41 42 43 45 46 52 53 54 57 64 74,02
01/11/2023,2538810,01:24,03 04 05 08 18 24 27 44 46 48 52 57 58 59 61 62 63 65 74 75,01
01/11/2023,2538811,01:28,19 24 27 31 33 34 35 39 44 48 49 52 61 62 65 66 68 73 74 76,01
01/11/2023,2538812,01:32,04 10 12 14 20 21 32 37 39 41 42 43 44 45 53 58 61 62 68 77,01
01/11/2023,2538813,01:36,04 17 18 21 23 26 31 33 34 37 39 44 47 54 59 62 64 65 75 78,02
01/11/2023,2538814,01:40,10 20 24 25 30 33 34 38 43 44 46 47 48 53 59 67 69 71 79 80,01
01/11/2023,2538815,01:44,01 05 06 11 15 16 25 26 31 32 33 43 44 48 49 50 52 70 73 79,01
01/11/2023,2538816,01:48,01 04 08 09 13 16 17 21 25 27 35 36 45 51 60 68 71 73 74 76,01
01/11/2023,2538817,01:52,02 03 09 11 16 17 18 21 23 26 34 44 45 46 49 62 67 71 76 79,02
01/11/2023,2538818,01:56,01 03 10 15 16 18 23 24 25 31 33 38 39 42 44 55 64 72 74 77,01
01/11/2023,2538819,02:00,04 07 23 29 35 37 41 42 43 51 58 59 62 63 64 65 66 67 71 80,02
01/11/2023,2538820,02:04,04 09 13 14 16 20 23 28 31 34 35 38 44 50 51 53 55 58 65 70,05
01/11/2023,2538821,02:08,01 04 06 07 08 09 17 25 28 29 30 31 34 40 41 42 48 60 72 74,02
01/11/2023,2538822,02:12,03 07 13 14 15 19 25 29 34 39 42 48 49 57 60 61 65 68 70 79,02
01/11/2023,2538823,02:16,01 05 16 17 34 35 46 50 51 52 56 59 60 61 63 69 70 73 76 79,01
01/11/2023,2538824,02:20,02 06 17 18 23 30 36 38 41 42 45 49 50 55 59 63 72 73 76 78,02
01/11/2023,2538825,02:24,01 02 13 17 18 21 34 35 37 40 41 46 50 52 61 66 70 74 75 76,01
01/11/2023,2538826,02:28,01 02 15 24 27 32 33 35 36 38 40 42 44 50 56 60 62 69 71 75,02
01/11/2023,2538827,02:32,01 02 03 09 10 18 20 28 30 32 37 38 39 41 44 47 56 61 73 78,02
01/11/2023,2538828,02:36,02 09 12 19 21 22 26 29 35 42 43 44 51 58 61 65 66 70 77 79,05
01/11/2023,2538829,02:40,03 09 10 12 15 16 18 28 32 35 42 51 53 59 60 61 65 66 69 77,01
01/11/2023,2538830,02:44,03 04 11 13 14 15 23 25 27 30 35 38 41 46 49 58 61 64 65 67,01
01/11/2023,2538831,02:48,08 17 20 24 31 33 34 38 41 43 54 55 57 66 67 69 74 75 77 78,02
01/11/2023,2538832,02:52,01 04 07 08 13 18 22 26 33 35 39 45 46 50 53 54 60 62 64 80,02
01/11/2023,2538833,02:56,09 11 20 21 23 30 31 33 34 42 43 44 45 47 55 59 60 67 76 79,01
01/11/2023,2538834,03:00,08 11 16 17 20 21 22 25 29 31 36 39 46 53 54 63 69 72 78 80,10
01/11/2023,2538835,03:04,02 03 04 06 07 12 13 14 22 23 43 45 48 53 58 59 63 65 68 80,02
01/11/2023,2538836,03:08,03 13 16 17 19 22 31 38 39 42 51 52 59 66 69 71 72 73 74 75,02
01/11/2023,2538837,03:12,05 08 10 24 25 27 28 33 36 41 43 45 50 51 53 64 71 74 77 80,02
01/11/2023,2538838,03:16,01 09 10 14 15 16 31 33 35 36 38 41 43 51 52 53 61 64 67 80,01
01/11/2023,2538839,03:20,06 07 09 11 15 16 21 22 27 32 33 38 44 45 48 52 62 67 73 75,02
01/11/2023,2538840,03:24,01 07 08 10 16 32 37 42 52 61 63 64 69 71 72 73 76 78 79 80,02
01/11/2023,2538841,04:04,05 14 15 23 24 27 32 40 41 47 50 52 56 61 63 65 71 75 79 80,02
01/11/2023,2538842,04:08,04 05 06 08 10 14 17 19 21 27 34 37 53 56 60 63 64 68 70 79,01
01/11/2023,2538843,04:12,02 06 10 18 20 22 24 31 39 42 50 54 55 57 58 61 62 64 70 76,02
01/11/2023,2538844,04:16,10 13 14 17 23 25 28 30 31 37 38 42 43 48 53 60 61 67 70 74,01
01/11/2023,2538845,04:20,05 09 12 21 22 26 27 30 31 46 47 48 60 62 63 64 66 72 73 76,02
01/11/2023,2538846,04:24,08 10 11 13 20 21 34 37 38 41 42 45 50 55 63 68 69 73 77 78,02
01/11/2023,2538847,04:28,01 02 12 13 14 15 18 38 39 47 49 53 54 56 57 68 73 74 75 78,01
01/11/2023,2538848,04:32,03 05 06 11 12 14 16 29 31 36 38 39 43 49 55 59 63 66 74 79,03
01/11/2023,2538849,04:36,01 02 08 10 13 15 18 19 29 33 43 44 45 49 56 57 58 60 63 75,04
01/11/2023,2538850,04:40,03 06 07 10 13 15 16 17 30 31 32 39 52 53 55 56 57 63 68 75,01
01/11/2023,2538851,04:44,01 04 05 09 14 15 19 25 26 31 33 39 42 48 53 56 57 65 74 79,01
01/11/2023,2538852,04:48,01 12 13 14 15 24 26 27 30 31 40 43 48 58 64 67 72 75 77 79,02
01/11/2023,2538853,04:52,06 09 10 11 17 18 25 26 27 28 29 34 39 45 47 54 56 64 68 74,02
01/11/2023,2538854,04:56,05 12 13 18 28 33 34 40 41 42 48 50 53 57 59 66 72 73 75 78,01
01/11/2023,2538855,05:00,01 06 07 08 10 15 18 21 25 29 31 33 36 37 42 52 62 66 73 78,01
01/11/2023,2538856,05:04,01 03 04 09 16 21 30 31 33 34 35 41 47 50 53 63 67 74 76 80,02
01/11/2023,2538857,05:08,08 11 12 15 18 20 23 26 33 34 36 37 41 44 64 67 68 71 77 80,02
01/11/2023,2538858,05:12,13 14 19 20 21 22 26 30 32 34 35 40 49 55 57 65 68 71 73 75,02
01/11/2023,2538859,05:16,01 02 06 10 11 25 34 38 39 47 50 53 55 59 61 67 75 76 77 78,01
01/11/2023,2538860,05:20,03 09 12 14 22 24 27 32 33 35 39 48 55 57 59 60 63 65 75 77,02
01/11/2023,2538861,05:24,03 06 07 10 13 15 19 24 26 40 46 47 53 54 55 64 74 75 77 80,01
01/11/2023,2538862,05:28,04 05 06 09 17 19 23 24 26 30 34 36 38 47 55 58 62 67 73 77,01
01/11/2023,2538863,05:32,02 12 14 16 17 18 19 27 29 36 42 44 46 47 48 49 52 68 69 78,02
01/11/2023,2538864,05:36,07 08 14 27 28 29 33 38 40 43 50 53 56 62 69 70 72 74 75 79,05
01/11/2023,2538865,05:40,01 06 07 09 16 17 20 27 32 39 40 42 43 47 51 52 57 61 63 70,02
01/11/2023,2538866,05:44,09 12 14 17 23 24 25 28 39 41 43 44 46 50 53 61 62 76 78 79,04
01/11/2023,2538867,05:48,07 09 10 14 15 27 29 35 39 43 44 50 52 53 55 59 67 70 71 76,02
01/11/2023,2538868,05:52,03 06 07 17 19 20 23 30 32 35 39 43 51 54 55 58 61 63 67 69,01
01/11/2023,2538869,05:56,10 12 15 16 20 31 35 38 41 44 51 53 55 56 57 64 69 70 74 80,05
01/11/2023,2538870,06:00,01 10 12 14 16 23 26 27 29 31 40 47 48 55 60 65 68 73 74 77,01
01/11/2023,2538871,06:04,10 13 14 15 22 28 30 33 34 40 50 55 56 60 62 69 70 72 73 80,02
01/11/2023,2538872,06:08,10 12 19 25 32 34 35 37 39 43 44 46 57 58 60 62 69 70 75 76,02
01/11/2023,2538873,06:12,06 11 13 14 15 19 32 40 42 44 48 51 54 62 64 65 67 68 70 80,01
01/11/2023,2538874,06:16,04 12 13 16 18 21 23 30 36 37 39 40 42 44 53 59 65 67 74 80,02
01/11/2023,2538875,06:20,03 06 16 17 19 24 25 27 34 35 40 41 45 49 53 54 60 61 62 74,04
01/11/2023,2538876,06:24,01 06 08 14 18 24 25 32 40 41 51 58 60 62 64 66 71 75 77 80,01
01/11/2023,2538877,06:28,01 13 14 17 20 21 22 23 28 33 35 49 54 55 56 59 61 64 68 80,02
01/11/2023,2538878,06:32,01 04 05 09 20 22 23 26 30 33 35 38 40 43 46 50 67 69 74 76,01
01/11/2023,2538879,06:36,02 03 05 07 09 12 13 16 21 29 33 46 58 61 63 67 70 72 73 75,01
01/11/2023,2538880,06:40,02 06 09 10 14 16 19 24 26 31 35 42 45 61 64 73 74 76 77 78,01
01/11/2023,2538881,06:44,12 19 22 25 29 35 36 40 42 50 55 58 65 69 73 75 76 77 78 79,01
01/11/2023,2538882,06:48,02 05 09 10 11 12 13 15 20 26 31 34 50 52 62 63 71 73 75 76,02
01/11/2023,2538883,06:52,13 20 21 24 25 26 31 36 42 43 45 46 48 49 68 70 73 75 77 80,01
01/11/2023,2538884,06:56,04 16 17 21 22 31 32 36 38 48 52 53 61 62 65 67 68 72 78 79,03
01/11/2023,2538885,07:00,04 05 13 15 18 20 21 22 33 35 37 47 49 50 51 55 59 69 75 78,01
01/11/2023,2538886,07:04,06 23 25 30 34 39 42 43 44 45 46 57 62 65 68 69 72 75 76 77,01
01/11/2023,2538887,07:08,01 03 04 15 20 23 24 28 31 35 36 41 43 47 48 62 65 66 67 77,02
01/11/2023,2538888,07:12,07 09 14 22 25 30 31 38 41 47 50 55 56 62 63 64 68 72 73 79,01
01/11/2023,2538889,07:16,06 12 13 15 16 17 18 21 25 33 35 39 47 49 59 63 65 68 70 75,02
01/11/2023,2538890,07:20,03 06 12 14 16 22 24 32 33 41 45 46 50 53 55 59 72 77 79 80,04
01/11/2023,2538891,07:24,06 07 11 13 16 19 39 40 42 43 46 47 50 53 57 59 66 69 72 74,01
01/11/2023,2538892,07:28,01 02 05 06 09 11 16 21 30 34 36 37 44 47 50 54 56 58 60 63,01
01/11/2023,2538893,07:32,09 13 21 23 29 31 32 39 45 53 57 58 65 66 68 70 71 75 76 78,02
01/11/2023,2538894,07:36,02 04 10 19 20 22 24 26 31 36 48 60 61 62 67 73 74 75 77 78,02
01/11/2023,2538895,07:40,03 08 10 21 26 32 37 41 42 49 51 55 57 60 67 68 70 77 79 80,01
01/11/2023,2538896,07:44,01 02 03 04 09 15 24 26 27 28 30 32 38 48 51 57 60 69 73 75,01
01/11/2023,2538897,07:48,02 04 05 07 14 19 24 29 31 34 35 40 47 49 62 63 66 70 73 79,01
01/11/2023,2538898,07:52,02 07 08 13 16 21 24 30 33 39 41 43 45 50 54 57 61 67 74 77,02
01/11/2023,2538899,07:56,01 16 21 23 24 27 35 36 38 39 44 48 49 55 58 59 62 72 75 78,02
01/11/2023,2538900,08:00,04 08 16 19 20 22 25 28 30 32 35 47 51 52 55 56 58 59 63 79,03
01/11/2023,2538901,08:04,01 08 09 12 19 22 24 29 30 39 41 42 49 58 62 63 68 71 74 80,01
01/11/2023,2538902,08:08,01 12 18 19 26 36 37 39 41 45 46 48 49 51 61 63 68 69 72 76,01
01/11/2023,2538903,08:12,08 09 13 16 17 21 24 33 38 42 49 53 57 61 64 66 69 73 76 80,01
01/11/2023,2538904,08:16,03 06 11 19 20 24 26 27 34 39 42 43 53 54 57 59 61 67 69 74,01
01/11/2023,2538905,08:20,09 10 12 20 37 42 43 44 45 48 51 58 60 62 66 71 74 77 79 80,01
01/11/2023,2538906,08:24,01 03 10 21 24 27 29 31 34 38 39 42 46 48 51 58 60 61 68 73,01
01/11/2023,2538907,08:28,02 07 10 11 17 24 27 28 33 41 42 43 44 47 50 53 57 58 59 72,01
01/11/2023,2538908,08:32,02 03 04 13 15 17 18 27 28 30 31 32 40 45 47 53 62 67 70 77,02
01/11/2023,2538909,08:36,02 04 08 09 14 17 18 33 37 39 44 48 49 57 59 70 71 73 75 77,01
01/11/2023,2538910,08:40,02 04 11 14 17 19 27 29 32 35 37 39 44 46 49 53 61 62 64 75,03
01/11/2023,2538911,08:44,01 03 08 12 14 22 23 24 34 41 49 58 59 64 65 70 71 73 76 78,01
01/11/2023,2538912,08:48,01 07 14 17 22 26 30 33 34 38 39 41 43 55 59 64 69 75 78 80,02
01/11/2023,2538913,08:52,06 15 16 17 18 24 28 37 43 44 51 52 54 57 67 68 75 77 79 80,04
01/11/2023,2538914,08:56,03 05 22 24 26 27 28 30 34 36 39 40 45 53 55 57 69 76 77 79,02
01/11/2023,2538915,09:00,02 04 07 11 12 21 25 29 37 38 40 42 48 52 54 59 60 61 62 74,01
01/11/2023,2538916,09:04,07 12 13 15 16 19 20 30 40 42 43 57 60 62 66 73 76 77 78 80,02
01/11/2023,2538917,09:08,03 08 10 15 21 24 27 33 36 38 41 47 48 50 51 55 63 76 77 78,01
01/11/2023,2538918,09:12,01 02 07 10 16 23 24 25 37 44 45 47 52 58 59 67 69 75 76 80,01
01/11/2023,2538919,09:16,02 22 27 33 34 36 38 39 48 49 51 56 57 58 61 62 63 67 76 78,02
01/11/2023,2538920,09:20,02 10 11 21 28 32 33 40 44 46 51 52 54 55 61 63 68 69 77 79,02
01/11/2023,2538921,09:24,02 03 07 08 10 13 16 19 21 22 34 35 40 47 53 54 56 59 72 73,01
01/11/2023,2538922,09:28,02 09 11 13 14 16 20 21 22 32 34 39 45 51 56 62 67 69 78 79,01
01/11/2023,2538923,09:32,03 04 06 08 10 13 24 31 33 35 36 43 44 45 47 48 58 60 63 68,01
01/11/2023,2538924,09:36,07 14 16 19 22 25 27 34 36 37 42 57 58 59 60 61 63 66 67 76,01
01/11/2023,2538925,09:40,02 07 10 11 13 14 15 20 24 34 39 45 51 60 62 64 65 67 76 77,01
01/11/2023,2538926,09:44,01 07 13 14 17 20 25 29 30 31 41 44 45 51 52 65 72 74 79 80,02
01/11/2023,2538927,09:48,07 08 11 13 15 18 22 24 32 35 40 48 52 53 54 55 56 59 62 80,05
01/11/2023,2538928,09:52,02 05 06 13 15 16 21 25 29 34 35 38 41 44 55 57 58 71 75 77,01
01/11/2023,2538929,09:56,07 08 10 11 14 16 17 18 33 39 43 45 52 55 64 66 72 75 77 80,02
01/11/2023,2538930,10:00,07 15 23 24 27 32 37 41 44 50 51 59 60 64 66 67 71 73 75 76,02
01/11/2023,2538931,10:04,11 18 20 25 26 27 28 30 38 43 47 49 51 53 56 57 64 71 73 80,04
01/11/2023,2538932,10:08,14 15 20 32 33 34 40 45 51 53 62 63 65 66 67 68 70 73 74 80,01
01/11/2023,2538933,10:12,05 07 12 15 31 37 39 42 54 56 57 59 60 62 69 71 73 76 77 78,04
01/11/2023,2538934,10:16,02 05 08 09 10 17 21 28 36 37 39 46 47 50 54 56 73 77 78 80,01
01/11/2023,2538935,10:20,04 08 11 17 18 23 26 33 43 45 53 55 57 61 66 67 70 75 77 79,01
01/11/2023,2538936,10:24,09 12 15 20 21 23 24 28 30 31 36 37 43 45 49 51 59 61 70 72,02
01/11/2023,2538937,10:28,01 03 10 11 16 19 20 23 27 30 37 48 56 58 63 64 65 71 73 74,10
01/11/2023,2538938,10:32,03 08 09 12 14 18 19 28 37 40 45 54 56 57 61 62 63 72 78 79,02
01/11/2023,2538939,10:36,06 08 09 17 20 27 28 33 37 45 53 55 57 58 60 66 67 71 74 78,02
01/11/2023,2538940,10:40,17 19 20 21 25 30 32 33 35 39 46 47 53 56 62 65 66 67 68 71,01
01/11/2023,2538941,10:44,01 11 13 14 18 22 26 27 29 37 51 53 56 58 59 60 62 66 74 77,01
01/11/2023,2538942,10:48,03 13 18 24 25 26 30 38 40 41 42 46 49 50 57 61 75 77 78 79,01
01/11/2023,2538943,10:52,01 05 08 13 25 26 31 36 46 47 48 53 55 58 64 66 69 74 76 78,01
01/11/2023,2538944,10:56,07 13 15 23 26 27 28 32 37 38 48 54 57 58 59 60 65 66 75 77,02
01/11/2023,2538945,11:00,02 05 08 10 13 15 16 18 20 24 26 29 33 58 63 67 69 70 72 73,04
01/11/2023,2538946,11:04,02 05 23 26 27 30 31 32 33 42 43 49 51 53 55 60 61 66 67 75,01
01/11/2023,2538947,11:08,08 11 13 17 18 22 23 27 29 31 34 37 45 51 54 58 59 61 64 70,02
01/11/2023,2538948,11:12,02 03 04 05 08 17 25 27 29 30 31 36 38 40 42 50 53 57 68 74,02
01/11/2023,2538949,11:16,10 14 15 19 20 23 27 28 29 37 39 41 44 49 50 58 61 71 76 80,01
01/11/2023,2538950,11:20,01 03 05 08 11 13 15 21 23 34 43 44 45 48 53 59 60 69 71 76,02
01/11/2023,2538951,11:24,01 07 14 15 16 21 28 30 32 33 36 37 43 49 51 56 59 69 75 79,02
01/11/2023,2538952,11:28,06 11 13 18 19 29 30 35 38 39 41 45 46 47 53 57 58 59 71 76,02
01/11/2023,2538953,11:32,04 07 10 11 16 18 19 22 27 32 41 48 51 60 65 70 71 72 75 80,01
01/11/2023,2538954,11:36,01 03 06 11 12 13 16 19 20 23 24 29 33 35 50 51 61 63 72 75,02
01/11/2023,2538955,11:40,01 12 19 27 32 41 43 47 48 51 53 54 59 63 65 69 70 72 77 79,02
01/11/2023,2538956,11:44,04 11 14 16 21 23 25 31 32 33 39 40 49 50 53 55 59 62 68 70,02
01/11/2023,2538957,11:48,04 06 15 17 18 26 28 33 35 40 50 53 54 55 64 72 74 75 79 80,01
01/11/2023,2538958,11:52,01 02 05 11 12 20 21 22 24 33 34 40 42 44 45 56 66 68 74 77,04
01/11/2023,2538959,11:56,04 07 25 28 30 33 39 50 51 56 58 59 61 62 63 64 67 70 74 75,01
01/11/2023,2538960,12:00,03 08 10 12 16 17 22 26 36 39 40 47 56 58 59 65 67 72 76 79,02
01/11/2023,2538961,12:04,07 10 20 23 24 25 26 28 34 39 40 41 44 49 51 53 59 61 65 74,02
01/11/2023,2538962,12:08,03 09 10 11 16 29 34 38 39 42 44 49 54 56 58 59 60 67 75 76,02
01/11/2023,2538963,12:12,02 10 16 25 28 33 43 45 48 49 54 56 63 66 67 72 73 77 78 80,01
01/11/2023,2538964,12:16,06 10 14 15 17 31 37 38 40 43 45 46 48 49 51 63 65 66 69 73,02
01/11/2023,2538965,12:20,01 12 22 37 40 41 48 51 59 62 63 64 65 66 68 70 71 76 77 78,02
01/11/2023,2538966,12:24,09 12 18 22 23 25 27 30 33 34 40 48 55 60 61 63 64 69 73 74,02
01/11/2023,2538967,12:28,03 05 12 14 15 16 17 28 37 38 39 40 43 45 51 54 55 58 60 80,01
01/11/2023,2538968,12:32,02 03 09 10 11 14 16 25 26 31 32 34 44 45 54 56 61 65 71 79,01
01/11/2023,2538969,12:36,01 06 11 19 22 24 26 33 39 47 53 54 57 58 59 65 68 70 78 80,01
01/11/2023,2538970,12:40,03 08 09 10 21 22 30 35 36 40 45 46 47 49 56 57 58 60 62 70,02
01/11/2023,2538971,12:44,01 02 07 16 21 22 28 32 35 39 40 47 52 55 67 68 70 74 75 78,01
01/11/2023,2538972,12:48,04 09 17 21 29 32 33 36 39 46 47 48 49 57 58 66 71 72 75 77,04
01/11/2023,2538973,12:52,02 03 07 21 29 35 41 44 45 48 50 52 65 67 74 75 76 77 78 79,01
01/11/2023,2538974,12:56,10 18 20 29 33 37 39 44 45 48 49 50 54 57 62 68 71 74 75 80,05
01/11/2023,2538975,13:00,04 10 11 14 15 19 20 36 41 48 49 54 57 63 65 70 72 74 77 79,02
01/11/2023,2538976,13:04,04 17 19 20 21 25 31 37 39 40 49 53 60 65 73 74 75 78 79 80,01
01/11/2023,2538977,13:08,02 03 08 09 15 16 23 26 30 38 39 41 45 60 62 65 70 71 74 76,01
01/11/2023,2538978,13:12,06 18 21 37 39 42 45 49 53 55 58 60 68 70 71 72 75 76 77 79,03
01/11/2023,2538979,13:16,02 06 15 23 24 27 34 36 38 40 48 54 56 57 62 63 65 70 75 79,02
01/11/2023,2538980,13:20,15 16 20 29 32 38 39 43 45 46 47 49 51 55 59 60 61 71 74 75,01
01/11/2023,2538981,13:24,04 05 08 10 18 19 21 27 29 33 37 50 54 55 63 66 68 69 71 78,03
01/11/2023,2538982,13:28,02 03 12 21 26 27 30 32 35 40 45 56 63 66 70 72 73 78 79 80,01
01/11/2023,2538983,13:32,02 03 05 10 14 20 27 28 29 32 33 34 40 51 53 54 60 72 75 78,01
01/11/2023,2538984,13:36,01 04 05 13 21 24 27 31 38 39 45 46 51 52 55 58 62 71 73 77,05
01/11/2023,2538985,13:40,02 04 05 06 12 18 22 24 30 31 41 42 50 51 54 57 66 71 75 76,01
01/11/2023,2538986,13:44,03 04 08 09 24 27 34 37 38 40 41 43 46 47 56 57 61 62 65 76,01
01/11/2023,2538987,13:48,01 04 06 07 10 12 19 23 30 46 47 48 50 51 59 61 65 72 73 77,03
01/11/2023,2538988,13:52,02 05 14 15 16 18 19 21 33 36 38 40 41 43 51 54 61 62 72 80,02
01/11/2023,2538989,13:56,03 04 12 18 20 22 25 32 34 36 37 38 47 54 59 60 63 66 68 80,02
01/11/2023,2538990,14:00,03 04 07 09 11 12 21 24 25 27 33 34 37 42 52 53 54 62 63 73,02
01/11/2023,2538991,14:04,01 14 18 21 28 29 30 32 36 42 49 53 55 57 59 61 62 63 75 77,01
01/11/2023,2538992,14:08,02 08 12 13 24 27 28 30 41 51 52 58 60 64 65 68 70 73 75 80,01
01/11/2023,2538993,14:12,13 16 26 27 29 33 34 38 48 50 55 57 65 69 72 74 75 76 77 79,02
01/11/2023,2538994,14:16,04 06 10 13 24 32 37 42 43 47 48 50 51 58 61 62 71 73 74 79,02
01/11/2023,2538995,14:20,01 06 07 14 22 23 27 30 32 33 37 42 45 50 53 62 64 66 75 77,01
01/11/2023,2538996,14:24,02 12 13 15 18 19 22 27 28 29 31 33 35 37 43 44 51 62 65 71,01
01/11/2023,2538997,14:28,01 04 05 06 07 13 17 21 23 24 26 28 37 49 53 60 72 75 79 80,01
01/11/2023,2538998,14:32,01 09 10 13 19 22 25 40 42 43 47 51 58 60 61 67 69 76 79 80,01
01/11/2023,2538999,14:36,07 08 15 18 19 24 37 41 42 49 51 53 56 58 63 65 66 73 76 77,02
01/11/2023,2539000,14:40,02 09 13 14 23 24 26 30 31 36 44 51 52 54 65 68 69 70 72 79,02
01/11/2023,2539001,14:44,01 06 12 13 14 20 23 25 27 39 42 45 46 50 55 61 62 68 73 75,02
01/11/2023,2539002,14:48,04 09 13 19 23 30 31 36 39 47 49 53 58 60 62 69 70 75 78 79,01
01/11/2023,2539003,14:52,07 08 13 15 19 20 22 36 37 40 41 45 49 51 55 57 64 73 75 76,01
01/11/2023,2539004,14:56,09 14 16 20 23 25 30 38 39 40 45 46 49 54 55 56 60 70 73 78,02
01/11/2023,2539005,15:00,03 06 08 15 19 32 33 34 35 46 47 52 55 57 64 67 68 72 73 79,02
01/11/2023,2539006,15:04,01 06 14 16 19 32 35 38 43 44 45 49 50 51 52 53 61 66 76 78,01
01/11/2023,2539007,15:08,07 11 17 22 26 31 33 39 41 43 44 48 51 56 58 63 68 69 74 78,02
01/11/2023,2539008,15:12,01 02 09 17 22 25 27 30 32 33 36 38 44 47 51 54 69 71 72 76,10
01/11/2023,2539009,15:16,02 07 08 11 17 24 26 33 36 38 44 46 48 60 62 64 66 71 72 73,03
01/11/2023,2539010,15:20,03 06 13 18 19 20 21 24 29 36 40 43 48 54 59 62 65 71 73 75,01
01/11/2023,2539011,15:24,03 06 10 16 18 19 21 23 26 27 34 36 37 43 44 47 54 55 58 64,02
01/11/2023,2539012,15:28,01 03 08 12 14 18 19 20 23 31 32 33 46 50 53 58 67 75 76 77,01
01/11/2023,2539013,15:32,07 08 09 10 11 13 19 24 28 29 34 36 44 50 57 64 65 71 74 78,01
01/11/2023,2539014,15:36,04 15 17 24 31 33 34 37 40 41 45 47 49 50 58 60 62 64 66 80,01
01/11/2023,2539015,15:40,01 02 07 08 09 10 19 33 43 55 57 64 68 69 73 74 75 76 77 78,02
01/11/2023,2539016,15:44,02 05 14 20 22 24 27 29 32 33 35 41 49 53 56 62 68 74 77 80,01
01/11/2023,2539017,15:48,03 04 08 10 12 19 22 24 25 26 27 30 34 35 38 45 48 54 63 78,04
01/11/2023,2539018,15:52,02 06 13 15 17 19 20 23 24 26 36 37 38 41 45 54 59 60 77 79,02
01/11/2023,2539019,15:56,02 06 08 10 11 15 26 34 36 39 42 49 54 57 59 64 65 69 70 74,02
01/11/2023,2539020,16:00,08 09 12 15 24 29 32 33 36 40 41 46 49 50 53 65 66 70 72 73,01
01/11/2023,2539021,16:04,06 08 09 10 18 22 25 27 28 30 32 37 42 47 56 57 60 71 78 80,01
01/11/2023,2539022,16:08,03 04 05 10 14 16 23 26 27 29 30 35 58 69 71 72 74 76 77 80,02
01/11/2023,2539023,16:12,06 07 08 13 14 16 17 19 23 26 27 28 29 47 48 56 57 62 66 67,01
01/11/2023,2539024,16:16,02 08 10 13 16 25 26 28 30 37 38 40 45 54 64 69 70 72 74 79,02
01/11/2023,2539025,16:20,02 04 05 06 16 21 24 25 26 29 30 37 38 41 43 44 51 57 64 71,01
